region_live;age;gender;activism;political_exsposure;polexsp_tiktok;polexsp_x;polexsp_ig;polexsp_yt;polexsp_newsapp;polexsp_newsconv;polexsp_peers;polexsp_peers_intensity;civspace_expression;civspace_rights;civspace_gather;civspace_discuss;civspace_critics;civspace_allabove;civspace_heard;civspace_understanding;civicspace_change;civicspace_lead_censoring;civicspace_lead_violence;civicspace_lead_presslimit;civicspace_lead_banning;civicspace_lead_repression;civicspace_lead_monopoly;civicspace_lead_accountability;civicspace_lead_allgood;civicspace_youth_union;civicspace_youth_gather;civicspace_youth_express;civicspace_youth_protect;civicspace_youth_resource;civicspace_youth_representation;civicspace_youth_chal_intimidation;civicspace_youth_chal_ban;civicspace_youth_chal_censoring;civicspace_youth_chal_unprotection;civicspace_youth_chal_safespace;civicspace_youth_chal_discrimination;civicspace_youth_chal_resource;gov_response_humanrights;gov_response_environment;gov_response_foodresource;gov_response_vulnerabelpop;gov_response_healthaccess;gov_response_eduaccess;gov_response_poverty;gov_response_inequality;gov_response_economicopp;elit_percep_national;elit_percep_local;issue_commited_voicing;issue_motiv_environment;issue_motiv_foodresources;issue_motiv_vulnerablepop;issue_motiv_humanrights;issue_motiv_healthaccess;issue_motiv_educaccess;issue_motiv_poverty;issue_motiv_inequality;issue_motiv_economicopp;issue_motiv_other;issue_motiv_text;issue_commited_resources
West;23;Perempuan;Pernah;Sering;NA;NA;Instagram;NA;NA;NA;NA;Sering (setidaknya sekali seminggu);NA;Ruang di mana negara melindungi hak-hak dasar seperti berserikat, berkumpul, dan berekspresi;NA;NA;NA;NA;Tidak yakin;Kurang paham;Tidak berubah;NA;NA;NA;NA;NA;Konsentrasi pengambilan keputusan di tangan segelintir pemimpin;NA;NA;Kebebasan untuk berserikat atau membentuk kelompok;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;Akses terhadap informasi dan sumber daya;Representasi atau perwakilan dari pendapat yang beragam;Ketakutan akan pelecehan atau intimidasi saat berkumpul secara damai;NA;NA;NA;NA;Diskriminasi berdasarkan gender, etnis, atau agama;Akses terbatas ke sumber daya atau dukungan untuk kegiatan yang dipimpin oleh anak muda;6;6;6;3;5;4;5;4;5;Tidak baik;Netral;Sering terlibat;Perlindungan lingkungan hidup;Ketahanan pangan dan pengelolaan sumber daya alam;Perlindungan terhadap kelompok rentan;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;NA;NA;NA;NA;NA;80
East;23;Perempuan;Tidak pernah;Kadang-kadang;Tiktok;NA;NA;NA;NA;Platform berita offline (misalnya, TV, radio, surat kabar);NA;Jarang (sekali sebulan atau lebih jarang);NA;Ruang di mana negara melindungi hak-hak dasar seperti berserikat, berkumpul, dan berekspresi;Area publik di mana individu dapat berkumpul untuk kegiatan sosial, politik, atau budaya;NA;NA;NA;Tidak;Kurang paham;Lebih terbuka;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;NA;NA;NA;NA;Konsentrasi pengambilan keputusan di tangan segelintir pemimpin;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;Kebebasan untuk berserikat atau membentuk kelompok;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;NA;NA;NA;NA;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;NA;NA;5;5;5;5;5;5;7;5;5;Netral;Netral;Kadang-kadang terlibat;Perlindungan lingkungan hidup;Ketahanan pangan dan pengelolaan sumber daya alam;Perlindungan terhadap kelompok rentan;NA;NA;NA;NA;NA;NA;NA;NA;60
East;23;Laki-laki;Pernah;Sering;Tiktok;NA;NA;Youtube;Platform berita online (misalnya, situs web berita, aplikasi berita);NA;Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Sering (setidaknya sekali seminggu);Penghormatan terhadap kebebasan berserikat, berkumpul secara damai, dan berekspresi dalam kebijakan, hukum, dan praktik;NA;NA;NA;NA;NA;Ya;Cukup paham;Jauh lebih terbuka;NA;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;NA;NA;NA;NA;NA;NA;NA;NA;Kebebasan untuk mengekspresikan pendapat secara terbuka;NA;NA;NA;Ketakutan akan pelecehan atau intimidasi saat berkumpul secara damai;NA;NA;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;Diskriminasi berdasarkan gender, etnis, atau agama;NA;4;3;3;4;4;4;5;8;2;Sangat tidak baik;Sangat tidak baik;Sering terlibat;Perlindungan lingkungan hidup;Ketahanan pangan dan pengelolaan sumber daya alam;Perlindungan terhadap kelompok rentan;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;NA;NA;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;60
West;19;Perempuan;Tidak pernah;Sering;Tiktok;Twitter;Instagram;NA;Platform berita online (misalnya, situs web berita, aplikasi berita);NA;NA;Kadang-kadang (beberapa kali dalam sebulan);NA;NA;Area publik di mana individu dapat berkumpul untuk kegiatan sosial, politik, atau budaya;NA;Kebebasan untuk bersuara, mengkritik pemerintah, menyampaikan aspirasi melalui media sosial dan media lainnya;NA;Tidak;Kurang paham;Lebih terbuka;NA;NA;Pembatasan kebebasan pers dan akses terhadap informasi independen;NA;Penggunaan hukum untuk menekan aktivis atau kelompok oposisi;NA;NA;NA;Kebebasan untuk berserikat atau membentuk kelompok;NA;Kebebasan untuk mengekspresikan pendapat secara terbuka;NA;NA;NA;Ketakutan akan pelecehan atau intimidasi saat berkumpul secara damai;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;NA;NA;NA;Akses terbatas ke sumber daya atau dukungan untuk kegiatan yang dipimpin oleh anak muda;9;8;9;10;10;9;10;8;9;Tidak baik;Tidak baik;Kadang-kadang terlibat;NA;NA;NA;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;NA;NA;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;60
East;18;Perempuan;Tidak pernah;Kadang-kadang;NA;NA;Instagram;NA;Platform berita online (misalnya, situs web berita, aplikasi berita);NA;NA;Sering (setidaknya sekali seminggu);Penghormatan terhadap kebebasan berserikat, berkumpul secara damai, dan berekspresi dalam kebijakan, hukum, dan praktik;Ruang di mana negara melindungi hak-hak dasar seperti berserikat, berkumpul, dan berekspresi;NA;NA;NA;NA;Tidak yakin;Kurang paham;Tidak berubah;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;NA;NA;NA;NA;NA;NA;NA;NA;NA;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;Akses terhadap informasi dan sumber daya;NA;NA;Pembatasan dalam membentuk atau bergabung dengan kelompok tertentu;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;NA;NA;NA;NA;10;10;10;10;10;8;9;9;8;Netral;Sangat tidak baik;Jarang terlibat;NA;NA;Perlindungan terhadap kelompok rentan;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;NA;NA;NA;NA;NA;NA;NA
West;21;Laki-laki;Tidak pernah;Sangat sering;NA;NA;Instagram;Youtube;NA;NA;NA;Sangat sering (hampir setiap hari);Penghormatan terhadap kebebasan berserikat, berkumpul secara damai, dan berekspresi dalam kebijakan, hukum, dan praktik;Ruang di mana negara melindungi hak-hak dasar seperti berserikat, berkumpul, dan berekspresi;NA;NA;Kebebasan untuk bersuara, mengkritik pemerintah, menyampaikan aspirasi melalui media sosial dan media lainnya;NA;Ya;Kurang paham;Lebih terbuka;NA;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;NA;NA;NA;NA;NA;NA;Kebebasan untuk berserikat atau membentuk kelompok;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;NA;NA;NA;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;NA;NA;5;5;7;6;6;4;6;2;7;Baik;Baik;Kadang-kadang terlibat;Perlindungan lingkungan hidup;NA;NA;NA;NA;Peningkatan akses dan kualitas pendidikan;NA;NA;NA;NA;NA;40
West;21;Lebih memilih untuk tidak menyebutkan;Pernah;Sering;NA;NA;Instagram;NA;NA;NA;NA;Sering (setidaknya sekali seminggu);NA;Ruang di mana negara melindungi hak-hak dasar seperti berserikat, berkumpul, dan berekspresi;NA;NA;NA;NA;Ya;Cukup paham;Tidak berubah;NA;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;NA;NA;NA;Konsentrasi pengambilan keputusan di tangan segelintir pemimpin;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;NA;NA;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;NA;NA;NA;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;Tidak adanya ruang aman untuk berkumpul atau berorganisasi;NA;NA;6;6;7;6;6;6;6;6;6;Tidak baik;Tidak baik;Kadang-kadang terlibat;NA;NA;NA;NA;NA;Peningkatan akses dan kualitas pendidikan;Penanganan kemiskinan;Pengurangan ketimpangan sosial dan ekonomi;NA;NA;NA;80
Central;18;Perempuan;Tidak pernah;Sering;Tiktok;Twitter;Instagram;NA;NA;NA;Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Sering (setidaknya sekali seminggu);Penghormatan terhadap kebebasan berserikat, berkumpul secara damai, dan berekspresi dalam kebijakan, hukum, dan praktik;NA;NA;NA;Kebebasan untuk bersuara, mengkritik pemerintah, menyampaikan aspirasi melalui media sosial dan media lainnya;NA;Tidak yakin;Pernah mendengar sekilas saja;Lebih terbuka;NA;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;NA;NA;Penggunaan hukum untuk menekan aktivis atau kelompok oposisi;Konsentrasi pengambilan keputusan di tangan segelintir pemimpin;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;NA;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;NA;NA;Ketakutan akan pelecehan atau intimidasi saat berkumpul secara damai;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;NA;NA;7;3;4;5;5;4;4;6;6;Tidak baik;Sangat tidak baik;Kadang-kadang terlibat;Perlindungan lingkungan hidup;NA;Perlindungan terhadap kelompok rentan;Isu kemanusiaan dan Hak Asasi Manusia;NA;Peningkatan akses dan kualitas pendidikan;NA;NA;NA;NA;NA;40
East;20;Perempuan;Tidak pernah;Kadang-kadang;NA;NA;Instagram;Youtube;Platform berita online (misalnya, situs web berita, aplikasi berita);NA;NA;Kadang-kadang (beberapa kali dalam sebulan);NA;Ruang di mana negara melindungi hak-hak dasar seperti berserikat, berkumpul, dan berekspresi;Area publik di mana individu dapat berkumpul untuk kegiatan sosial, politik, atau budaya;Lingkungan di mana warga negara dapat terlibat secara bebas dalam diskusi dan mengekspresikan pendapat yang beragam;Kebebasan untuk bersuara, mengkritik pemerintah, menyampaikan aspirasi melalui media sosial dan media lainnya;NA;Ya;Pernah mendengar sekilas saja;Jauh lebih tertutup;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;NA;Pembatasan kebebasan pers dan akses terhadap informasi independen;NA;Penggunaan hukum untuk menekan aktivis atau kelompok oposisi;Konsentrasi pengambilan keputusan di tangan segelintir pemimpin;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;NA;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;NA;NA;NA;NA;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;NA;NA;4;3;4;7;3;7;5;2;2;Tidak baik;Netral;Kadang-kadang terlibat;NA;NA;NA;Isu kemanusiaan dan Hak Asasi Manusia;NA;Peningkatan akses dan kualitas pendidikan;Penanganan kemiskinan;Pengurangan ketimpangan sosial dan ekonomi;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;80
West;18;Perempuan;Tidak pernah;Sangat sering;NA;Twitter;Instagram;Youtube;Platform berita online (misalnya, situs web berita, aplikasi berita);NA;Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Sangat sering (hampir setiap hari);NA;NA;NA;NA;NA;Semua hal di atas;Tidak;Kurang paham;Lebih terbuka;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;NA;NA;NA;Penggunaan hukum untuk menekan aktivis atau kelompok oposisi;Konsentrasi pengambilan keputusan di tangan segelintir pemimpin;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;Kebebasan untuk berserikat atau membentuk kelompok;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;Akses terhadap informasi dan sumber daya;Representasi atau perwakilan dari pendapat yang beragam;NA;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;NA;NA;NA;Akses terbatas ke sumber daya atau dukungan untuk kegiatan yang dipimpin oleh anak muda;0;3;5;7;8;7;6;10;3;Tidak baik;Tidak baik;Aktif dan konsisten terlibat;Perlindungan lingkungan hidup;Ketahanan pangan dan pengelolaan sumber daya alam;Perlindungan terhadap kelompok rentan;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;Penanganan kemiskinan;Pengurangan ketimpangan sosial dan ekonomi;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;100
West;22;Perempuan;Tidak pernah;Kadang-kadang;NA;Twitter;Instagram;NA;Platform berita online (misalnya, situs web berita, aplikasi berita);NA;NA;Kadang-kadang (beberapa kali dalam sebulan);Penghormatan terhadap kebebasan berserikat, berkumpul secara damai, dan berekspresi dalam kebijakan, hukum, dan praktik;NA;NA;NA;NA;NA;Ya;Cukup paham;Tidak berubah;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;Pembatasan kebebasan pers dan akses terhadap informasi independen;NA;Penggunaan hukum untuk menekan aktivis atau kelompok oposisi;NA;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;Kebebasan untuk berserikat atau membentuk kelompok;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;NA;Akses terhadap informasi dan sumber daya;Representasi atau perwakilan dari pendapat yang beragam;Ketakutan akan pelecehan atau intimidasi saat berkumpul secara damai;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;NA;NA;Diskriminasi berdasarkan gender, etnis, atau agama;NA;5;2;2;2;2;4;2;1;3;Netral;Tidak baik;Kadang-kadang terlibat;NA;Ketahanan pangan dan pengelolaan sumber daya alam;NA;NA;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;Penanganan kemiskinan;NA;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;60
East;21;Perempuan;Tidak pernah;Kadang-kadang;NA;Twitter;Instagram;Youtube;NA;NA;Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Kadang-kadang (beberapa kali dalam sebulan);NA;NA;NA;NA;NA;Semua hal di atas;Ya;Kurang paham;Lebih terbuka;NA;NA;NA;NA;Penggunaan hukum untuk menekan aktivis atau kelompok oposisi;Konsentrasi pengambilan keputusan di tangan segelintir pemimpin;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;NA;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;NA;NA;NA;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;NA;NA;2;5;5;3;7;6;1;2;3;Tidak baik;Tidak baik;Kadang-kadang terlibat;Perlindungan lingkungan hidup;NA;NA;NA;NA;Peningkatan akses dan kualitas pendidikan;Penanganan kemiskinan;NA;NA;NA;NA;40
West;19;Lebih memilih untuk tidak menyebutkan;Pernah;Sering;Tiktok;Twitter;Instagram;Youtube;Platform berita online (misalnya, situs web berita, aplikasi berita);Platform berita offline (misalnya, TV, radio, surat kabar);Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Sangat sering (hampir setiap hari);NA;NA;NA;NA;NA;Semua hal di atas;Ya;Cukup paham;Lebih tertutup;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;Pembatasan kebebasan pers dan akses terhadap informasi independen;NA;NA;Konsentrasi pengambilan keputusan di tangan segelintir pemimpin;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;Kebebasan untuk berserikat atau membentuk kelompok;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;Akses terhadap informasi dan sumber daya;Representasi atau perwakilan dari pendapat yang beragam;NA;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;Diskriminasi berdasarkan gender, etnis, atau agama;NA;1;2;1;2;3;2;2;1;1;Tidak baik;Tidak baik;Sering terlibat;NA;NA;NA;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;Penanganan kemiskinan;Pengurangan ketimpangan sosial dan ekonomi;NA;NA;NA;60
West;19;Perempuan;Pernah;Sering;Tiktok;Twitter;Instagram;Youtube;NA;Platform berita offline (misalnya, TV, radio, surat kabar);Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Kadang-kadang (beberapa kali dalam sebulan);NA;NA;NA;NA;NA;Semua hal di atas;Tidak yakin;Pernah mendengar sekilas saja;Lebih tertutup;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;NA;Pembatasan kebebasan pers dan akses terhadap informasi independen;NA;Penggunaan hukum untuk menekan aktivis atau kelompok oposisi;Konsentrasi pengambilan keputusan di tangan segelintir pemimpin;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;Kebebasan untuk berserikat atau membentuk kelompok;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;Akses terhadap informasi dan sumber daya;Representasi atau perwakilan dari pendapat yang beragam;Ketakutan akan pelecehan atau intimidasi saat berkumpul secara damai;NA;NA;NA;NA;Diskriminasi berdasarkan gender, etnis, atau agama;Akses terbatas ke sumber daya atau dukungan untuk kegiatan yang dipimpin oleh anak muda;4;5;5;2;5;5;2;1;2;Tidak baik;Netral;Sering terlibat;NA;NA;Perlindungan terhadap kelompok rentan;Isu kemanusiaan dan Hak Asasi Manusia;NA;NA;Penanganan kemiskinan;NA;NA;Lainnya (sebutkan);Pemberdayaan dan perlindungan perempuan;60
East;25;Laki-laki;Pernah;Sangat sering;NA;NA;Instagram;NA;NA;NA;NA;Sering (setidaknya sekali seminggu);NA;NA;NA;Lingkungan di mana warga negara dapat terlibat secara bebas dalam diskusi dan mengekspresikan pendapat yang beragam;NA;NA;Tidak;Kurang paham;Lebih tertutup;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;NA;NA;NA;NA;NA;NA;NA;Kebebasan untuk berserikat atau membentuk kelompok;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;NA;Akses terhadap informasi dan sumber daya;Representasi atau perwakilan dari pendapat yang beragam;NA;Pembatasan dalam membentuk atau bergabung dengan kelompok tertentu;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;NA;NA;NA;Akses terbatas ke sumber daya atau dukungan untuk kegiatan yang dipimpin oleh anak muda;1;1;8;1;7;7;8;7;6;Sangat tidak baik;Netral;Sering terlibat;NA;Ketahanan pangan dan pengelolaan sumber daya alam;NA;NA;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;NA;NA;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;60
West;19;Perempuan;Pernah;Sering;Tiktok;NA;Instagram;NA;Platform berita online (misalnya, situs web berita, aplikasi berita);NA;Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Sering (setidaknya sekali seminggu);NA;NA;NA;NA;NA;Semua hal di atas;Ya;Pernah mendengar sekilas saja;Tidak berubah;NA;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;NA;NA;Penggunaan hukum untuk menekan aktivis atau kelompok oposisi;NA;NA;NA;Kebebasan untuk berserikat atau membentuk kelompok;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;NA;NA;NA;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;NA;Tidak adanya ruang aman untuk berkumpul atau berorganisasi;NA;Akses terbatas ke sumber daya atau dukungan untuk kegiatan yang dipimpin oleh anak muda;8;6;5;8;8;8;8;9;9;Sangat tidak baik;Tidak baik;Sering terlibat;Perlindungan lingkungan hidup;Ketahanan pangan dan pengelolaan sumber daya alam;Perlindungan terhadap kelompok rentan;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;Penanganan kemiskinan;Pengurangan ketimpangan sosial dan ekonomi;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;80
West;21;Perempuan;Pernah;Sering;NA;Twitter;Instagram;NA;Platform berita online (misalnya, situs web berita, aplikasi berita);NA;NA;Sering (setidaknya sekali seminggu);NA;NA;NA;NA;NA;Semua hal di atas;Ya;Pernah mendengar sekilas saja;Lebih tertutup;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;Pembatasan kebebasan pers dan akses terhadap informasi independen;NA;Penggunaan hukum untuk menekan aktivis atau kelompok oposisi;Konsentrasi pengambilan keputusan di tangan segelintir pemimpin;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;Kebebasan untuk berserikat atau membentuk kelompok;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;Akses terhadap informasi dan sumber daya;Representasi atau perwakilan dari pendapat yang beragam;Ketakutan akan pelecehan atau intimidasi saat berkumpul secara damai;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;NA;NA;2;1;1;1;1;1;1;1;1;Sangat tidak baik;Netral;Kadang-kadang terlibat;Perlindungan lingkungan hidup;Ketahanan pangan dan pengelolaan sumber daya alam;Perlindungan terhadap kelompok rentan;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;Penanganan kemiskinan;NA;NA;NA;NA;40
West;19;Perempuan;Tidak pernah;Jarang;Tiktok;NA;Instagram;Youtube;NA;NA;Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Jarang (sekali sebulan atau lebih jarang);NA;NA;NA;NA;NA;Semua hal di atas;Tidak yakin;Sama sekali tidak paham/tidak pernah tahu;Jauh lebih tertutup;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;NA;NA;NA;NA;NA;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;NA;NA;Kebebasan untuk mengekspresikan pendapat secara terbuka;NA;Akses terhadap informasi dan sumber daya;NA;Ketakutan akan pelecehan atau intimidasi saat berkumpul secara damai;NA;NA;NA;NA;Diskriminasi berdasarkan gender, etnis, atau agama;NA;4;4;4;6;2;6;6;5;5;Netral;Netral;Jarang terlibat;NA;NA;NA;Isu kemanusiaan dan Hak Asasi Manusia;NA;Peningkatan akses dan kualitas pendidikan;Penanganan kemiskinan;NA;NA;NA;NA;60
Central;20;Laki-laki;Pernah;Sangat sering;NA;Twitter;Instagram;NA;Platform berita online (misalnya, situs web berita, aplikasi berita);Platform berita offline (misalnya, TV, radio, surat kabar);Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Jarang (sekali sebulan atau lebih jarang);NA;NA;NA;NA;NA;Semua hal di atas;Ya;Pernah mendengar sekilas saja;Tidak berubah;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;NA;NA;Penggunaan hukum untuk menekan aktivis atau kelompok oposisi;NA;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;NA;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;NA;NA;NA;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;NA;NA;1;1;1;1;1;2;1;1;3;Sangat tidak baik;Sangat tidak baik;Aktif dan konsisten terlibat;Perlindungan lingkungan hidup;Ketahanan pangan dan pengelolaan sumber daya alam;Perlindungan terhadap kelompok rentan;Isu kemanusiaan dan Hak Asasi Manusia;NA;Peningkatan akses dan kualitas pendidikan;NA;NA;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;100
